index,words,jyutping,meanings,note,category_1,category_2,category_3
5947,*局2,guk6,狹小；局促。咁細埞擺咁多嘢，～到死。（這麼小地方擺那麼多東西，局促得要死。）,,九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A3寬、窄
5948,*夾1,gip6,狹小；擁擠。嗰度咁～，點坐得落人啊？（那兒那麼狹，怎麼坐得下人呢？）,,九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A3寬、窄
5949,*醃臢,ap1 zap1,地方窄小。呢間房住四個人係～啲喇。（這個房間住四個人是窄了點兒。）,[香港審音網，醃文讀jim1，白讀jip3。漢典網臢音zim1。重見九B9],九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A3寬、窄
5950,直不甩,zik6 bat1 lat1,筆直（不甩：詞尾，無意義）。佢～噉企響度。（他筆直地站在那兒。）│呢條路～嘅。（這條路筆直筆直的。）,,九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A4直、曲
5951,*𠶧,dim6,直。呢條木唔夠～。（這根木頭不夠直。）,[重見九A5、九C1],九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A4直、曲
5952,攣,lyun1,彎；曲。～毛（頭髮捲曲）│支通～咗。（這根管子彎了。）,,九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A4直、曲
5953,攣弓,lyun1 gung1,彎曲。呢支棍～㗎，點厾得入個窿。（這拫棍子是彎曲的，怎麼捅得進洞裡。）,,九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A4直、曲
5954,攣弓蝦米,lyun1 gung1 haa1 mai5,【喻】彎曲；扭曲變形。呢塊板～噉，點整得家私㗎。（這塊板扭曲變形，怎能用來做傢俱。）,,九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A4直、曲
5955,攣捐,lyun1 gyun1,彎曲（指多向彎曲）。條巷仔攣攣捐捐，行到我唔知方向。（小巷子彎彎曲曲，走得我不知方向。）,,九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A4直、曲
5956,九曲十三彎,gau2 kuk1 sap6 saam1 waan1,彎彎曲曲。呢條路～，出唔出到去㗎？（這條路彎彎曲曲的，走得出去嗎？）,,九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A4直、曲
5957,殽,ngaau4,扭曲不平。呢件床板～㗎，點瞓噃。（這塊床板扭曲不平，怎麼睡呀。）,,九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A4直、曲
5958,殽框,ngaau4 kwaang1,扭曲變形。呢度門～嘅，閂唔到啊。（這門扭曲變形，關不了啦。）,[重見七D4],九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A4直、曲
5959,*戙（洞）,dung6,豎直。將啲竹打～放。（把竹子豎著放。）,[重見六D5],九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A5豎、斜、陡、正、歪
5960,*企2,kei5,豎直。打～躉。（豎著放。）,[重見六D11],九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A5豎、斜、陡、正、歪
5961,戙厾企,dung6 duk1 kei5,豎立；豎直。石油氣罐要～放。（石油氣罐要豎起來放。）│本書～住。（那本書直立著。）,,九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A5豎、斜、陡、正、歪
5962,戙企,dung6 kei5,直立。～喺度。,,九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A5豎、斜、陡、正、歪
5963,企身,kei5 san1,豎立的；立式的（用於器物）。～煲（立式瓦鍋）│～櫃（大衣櫥）。,,九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A5豎、斜、陡、正、歪
5964,*𠶧,dim6,豎直。打橫唔得就打～。（橫著不行就豎著。）,[重見九A4、九C1],九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A5豎、斜、陡、正、歪
5965,閘,zaap6,傾斜。嗰塊板～咗埋一便。（那塊板向一邊傾斜了。）,,九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A5豎、斜、陡、正、歪
5966,閘側,zaap6 zak1,斜。將啲床板～嚟憑，企過頭會冧㗎。（把床板斜著靠，太直了會倒下來的。）│將兩張檯喺門兩邊～擺到八字形。（把兩張桌子在門兩邊斜著擺成八字形。）,,九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A5豎、斜、陡、正、歪
5967,斜,ce3,陡。呢座山咁～，上唔上到去㗎？（這座山這麼陡，上得去嗎？）,[普通話“斜”和“陡”有程度之別，廣州話一律稱為“～”],九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A5豎、斜、陡、正、歪
5968,四正,sei3 (si3) zeng3,（物體）端正。將張檯放～啲。（把那張桌子擺正點兒。）,,九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A5豎、斜、陡、正、歪
5969,*乜2（歪）,me2,歪斜。個相架掛～咗。（那個像框掛歪了。）│條電燈杉～埋一便。（那根電線桿歪到一邊。）,[字或寫作“歪”，意思同普通話的“歪”基本～樣，而讀音則完全不同],九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A5豎、斜、陡、正、歪
5970,乜斜,me2 ce3,歪斜。寫字寫到乜乜斜斜。（寫字寫得歪歪斜斜。）,[普通話“乜斜”專用於眼睛，與廣州話不同],九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A5豎、斜、陡、正、歪
5971,乜哩零青,me2 li1 ling4 cing3,【貶】歪歪斜斜。著件衫都著到～，似咩樣！（穿衣服穿得左歪右斜的，像甚麼樣子！）,,九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A5豎、斜、陡、正、歪
5972,佊,pe5,歪斜；歪倒。埲牆～㗎，仲憑嘢上去？！（那牆是歪斜的，還靠東西上去？！）│佢屈親衹腳，行路～下～下噉。（他扭傷了腳，走路一歪一倒的。）,,九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A5豎、斜、陡、正、歪
5973,尖不甩,zim1 bat1 lat1,尖尖的（不甩：詞尾，無意義）。呢支棍～，厾倒人㗎。（這根棍子尖尖的，會捅傷人的。）,,九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A6尖利、禿鈍
5974,利,lei6,尖利；鋒利。嗰塊玻璃好～㗎，因住割親手。（那塊玻璃很尖利，小心割破手。）,,九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A6尖利、禿鈍
5975,倔（𡲬）,gwat6,禿；不尖；鈍。把錐～咗，㓤唔到窿添。（這把稚子鈍了，紮不了洞了。）│把刀切到～晒。（這刀切得很鈍了。）,,九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A6尖利、禿鈍
5976,倔擂槌,gwat6 leoi4 ceoi4,【喻】禿禿的；很不尖（擂槌：鼓槌）。支墨筆～，點寫噃。（這支毛筆禿禿的，怎麼寫字呀。）,,九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A6尖利、禿鈍
5977,*倔頭,gwat6 tau4,（頂端）不尖；禿。～掃把（用禿了的掃帚）,[重見九B5],九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A6尖利、禿鈍
5978,齊葺葺,cai4 cap1 cap1,非常齊平。球場上啲草剪到～。（球場上的草剪得非常齊。）,,九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A7齊平、光滑、粗糙、凹凸、皺
5979,滑捋捋,waat6 lyut1 lyut1,滑溜溜；光滑。摸上去～。（摸上去滑溜溜的。）│地下打咗蠟，～嘅。（地板打了蠟，非常光滑。）,,九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A7齊平、光滑、粗糙、凹凸、皺
5980,滑潺潺,waat6 saan4 saan4,【貶】滑而帶粘液（潺：動物粘液）。唔知黐咗啲乜～嘅嘢。（不知道粘上了些甚麼滑溜溜的東西。）,,九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A7齊平、光滑、粗糙、凹凸、皺
5981,滑揗揗,waat6 tan4 tan4,【貶】滑而多油。～衹手摸埋嚟。（滑膩膩的手摸過來。）,,九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A7齊平、光滑、粗糙、凹凸、皺
5982,*𨃩,sin3,滑。落過雨，地下好～。（下過雨，地上很滑。）,[重見六B4],九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A7齊平、光滑、粗糙、凹凸、皺
5983,*嚡,haai4,（物體表面）粗糙；不光滑。啲板咁～嘅，用砂紙㨘過嚟啊？（這些木板怎麼這麼粗糙，是不是用砂紙擦過？）,[重見九B21],九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A7齊平、光滑、粗糙、凹凸、皺
5984,*嚡澀澀,haai4 sap6 sap6,【貶】（物體表面）非常粗糙；很不光滑。,[重見九B21],九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A7齊平、光滑、粗糙、凹凸、皺
5985,粗嚡,cou1 haai4,（物體表面）很粗糙。你衹手～到死，BB唔中意你摸佢啊！（你的手那麼粗糙，孩子不喜歡你摸他呢！）,[重見九A1],九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A7齊平、光滑、粗糙、凹凸、皺
5986,𠕄（凹）,nap1,①凹。～入去（凹進去）②癟。個乒乓波～咗。（那乒乓球癟了。）│車呔～晒。（輪胎全癟了。）,[字可寫作“凹”，其中一個用法與普通話“凹”一樣，但讀音完全不同],九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A7齊平、光滑、粗糙、凹凸、皺
5987,*局1,guk6-1,受壓力而拱起。落咗場雨，靠山嗰庫牆～咗出嚟。（下了場雨靠山的那堵牆向外拱起來了。）│撳低兩邊，中間又～起。（把兩邊摁下去，中間又鼓起來。）,[重見二C6、七E5],九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A7齊平、光滑、粗糙、凹凸、皺
5988,*骲（齙）,baau6,向外拱出。壓得滿滯，兩邊～晒開嚟。（塞得太滿了，兩邊都拱出來了。）,[重見二D2、六B2],九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A7齊平、光滑、粗糙、凹凸、皺
5989,岩巉,ngaam4 caam4,高低不平。係唔係呢條路㗎？咁～嘅。（是不是這條路呀？這麼高低不平。）,,九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A7齊平、光滑、粗糙、凹凸、皺
5990,一岩一窟,jat1 ngaam4 jat1 fat1,表面凹凸不平。塊地畀人掘到～。（這片地給挖得凹凸不平。）,,九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A7齊平、光滑、粗糙、凹凸、皺
5991,*嘞□（犖確）,lak1 kak1,凹凸不平。個地面～到死，點踩得倒雪屐噃。（這地面很不平整，怎能溜滾軸鞋呢？）,[重見九D34],九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A7齊平、光滑、粗糙、凹凸、皺
5992,𠕄𠕄（凹凹）突突,nap1 nap1 dat6 dat6-1,凹凸不平。個檯面～。（桌面凹凸不平。）│條路～。（這條路凹凸不平。）,,九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A7齊平、光滑、粗糙、凹凸、皺
5993,狗牙,gau2 ngaa4-2,【喻】邊緣不平整，如犬齒狀。攞刀仔𠝹啊嘛，搣到張紙邊～噉！（拿小刀裁嘛，撕得紙邊像被狗咬過似的！）,,九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A7齊平、光滑、粗糙、凹凸、皺
5994,巢,caau4,皺。張紙～咗。（那張紙皺了。）,,九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A7齊平、光滑、粗糙、凹凸、皺
5995,巢咪𠵼,caau4 mi1 mang1,非常皺。件衫～。,,九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A7齊平、光滑、粗糙、凹凸、皺
5996,巢𠵼𠵼,caau4 mang1 mang3,非常皺。,,九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A7齊平、光滑、粗糙、凹凸、皺
5997,巢皮,caau4 pei4,表面起皺紋。人老就～。（人老皮膚就起皺紋。）│隻蘋果乾到～。（那個蘋果乾得皮兒都皺了。）,,九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A7齊平、光滑、粗糙、凹凸、皺
5998,肥,fei4,胖。～仔（胖小子）│呢個妹妹仔好～噃。（這個小妹妹很胖喔。）,[普通話“肥”衹用于動物，廣州話也用於人],九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A8胖、壯、臃腫、瘦
5999,肥腯腯,fei4 dyut1 dyut1 (dat1 dat1),【褒】胖嘟嘟（衹用於小孩或小動物）。咿個BB～，好得意啊。（這個小孩兒胖嘟嘟的，真可愛。）,,九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A8胖、壯、臃腫、瘦
6000,肥揗揗,fei4 tan4 tan4,胖乎乎（略帶貶義）。肥佬～，買嚿豬肉去拜神。（童謠：胖子胖乎乎，買塊豬肉去拜神。）,,九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A8胖、壯、臃腫、瘦
6001,肥肥白白,fei4 fei4 baak6 baak6,又白又胖。休息咗兩個月，變到～。（休息了兩個月，變得又白又胖。）,,九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A8胖、壯、臃腫、瘦
6002,面圓,min6 jyun4,【婉】（小孩）胖。庭庭呢牌冇病就～嘞。（庭庭這段時間沒病就胖了。）,,九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A8胖、壯、臃腫、瘦
6003,抵打,dai2 daa2,【婉】（嬰幼兒）胖。你用乜竅養得個細路咁～嘅！（你用甚麼辦法把孩子養得這麼胖！）,[本義為“該打“，孩子胖則屁股多肉，令人忍不住要打幾下],九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A8胖、壯、臃腫、瘦
6004,肥屍大隻,fei4 si1 daai6 zek3,【貶】肥碩（大隻：健壯）。你咪睇佢～，䋨嘅！（你別看他個大身粗，一副空架子！）,,九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A8胖、壯、臃腫、瘦
6005,肥頭耷耳,fei4 tau4 dap1 ji5,胖頭胖腦；肥頭大耳（耷：下垂。略含貶義）。,,九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A8胖、壯、臃腫、瘦
6006,短度闊封,dyun2 dou6-2 fut3 fung1,【喻】【謔】【貶】矮且胖（度：量長度的物品；封：布幅）。佢～，一啲身材都冇。（他又矮又胖，身材一點兒都不好。）,,九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A8胖、壯、臃腫、瘦
6007,*大隻,daai6 zek3,健壯。佢都幾～噃，咁凍都係著兩件衫。（他也夠健壯的，這麼冷也衹穿兩件衣服。）,[重見九A1],九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A8胖、壯、臃腫、瘦
6008,大隻騾騾,daai6 zek3 leoi4 leoi4,高大健壯（略含貶義）。見你～，點解好似冇力噉嘅？（見你個頭大大的，怎麼好像沒力氣似的？）,[騾文讀lo4],九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A8胖、壯、臃腫、瘦
6009,*大嚿,daai6 gau6,健碩。我哋公司你最～嘞，呢啲粗重工夫梗係你做喇。（我們公司你塊頭最大了，這些粗活重活當然歸你幹了。）,[重見九A1],九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A8胖、壯、臃腫、瘦
6010,*大份,daai6 fan6,同“大嚿”。,[重見九C2],九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A8胖、壯、臃腫、瘦
6011,黑黑實實,haak1 (hak1) haak1 (hak1) sat6 sat6,膚色黝黑、肌肉結實。佢生得～，點會有病痛噃。（他長得又黑又結實，怎麼會有病呢。）,,九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A8胖、壯、臃腫、瘦
6012,瘺□,lau6 pau6,【貶】體態臃腫。佢唔知係著得衫多定係水腫。（他這麼臃腫，不知道是穿了太多的衣服還是水腫。）,,九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A8胖、壯、臃腫、瘦
6013,大肚腍□,daai6 tou5 nam4 tam1,【貶】大腹便便。未到五十就～嘞。（沒到五十就大腹便便了。）,,九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A8胖、壯、臃腫、瘦
6014,*奀,ngan1,瘦小。你咁～，真係風都吹得起。（你這麼瘦小，風也可以把你吹起來。）,[重見九A1、九D2],九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A8胖、壯、臃腫、瘦
6015,𩯊,niu1,（身材）瘦；苗條。阿秀一日想身材～啲，又話減肥又剩。（阿秀成天想身材苗條些，又說要減肥甚麼的。）,,九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A8胖、壯、臃腫、瘦
6016,奀𩯊𩯊,ngan1 niu1,【貶】極瘦小。你～噉，有冇食飯㗎。（你那麼瘦小，有沒有吃飯的呀。）,,九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A8胖、壯、臃腫、瘦
6017,奀𩯊鬼命,ngan1 niu1 gwai2 meng6,【貶】瘦小。佢咁～，我睇唔捱得幾耐。（他瘦成那個樣兒，我看熬不了多久。）,,九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A8胖、壯、臃腫、瘦
6018,瘦蜢蜢,sau3 maang2 maang2,【貶】非常瘦。乜你～㗎？好似三年冇食飯噉。（怎麼你瘦得這麼厲害？好像有三年沒吃飯似的。）,,九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A8胖、壯、臃腫、瘦
6019,瘦骨賴柴,sau3 gwat1 laai4 caai4,【貶】極瘦；骨瘦如柴。,,九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A8胖、壯、臃腫、瘦
6020,瘦骨如柴煲碌竹,sau3 gwat1 jyu4 caai4 bou1 luk1 zuk1,【熟】【喻】【謔】極瘦。新嚟嗰個會計真係～。（新來那個會計真是骨瘦如柴。）,,九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A8胖、壯、臃腫、瘦
6021,落形,lok6 jing4,變瘦。病後～。,,九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A8胖、壯、臃腫、瘦
6022,清減,zing1 gaam2,【稚】變瘦。呢排你～咗噃。（這段時間你瘦了。）,,九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A8胖、壯、臃腫、瘦
6023,瀟湘,siu1 soeng1,【褒】身材苗條。抵冷貪～。（熟語：挨冷圖苗條。常用以指在寒冷的天氣穿得很少的女性。）,,九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A8胖、壯、臃腫、瘦
6024,扁□□,bin2 tet6 tet6,【貶】很扁。呢個盒～，裝得咩噃。（這個盒子太扁，能裝得了甚麼呀。）,,九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A9其他形狀[另參見八A5]
6025,四方,sei3 fong1,正方形的。～𡃈（方框）│砌～城（砌方陣。喻打麻將牌）,,九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A9其他形狀[另參見八A5]
6026,四四方方,sei3 sei3 fong1 fong1,方方正正。呢張檯～，幾啱一家四口食飯啊。（這張桌子方方正正的，很適合一家四口吃飯。）,,九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A9其他形狀[另參見八A5]
6027,圓轆轆（碌碌）,jyun4 luk1 luk1,圓溜溜（指球狀體或圓柱體。轆：滾動）。呢嚿石春～，成個波噉。（這塊鵝卵石圓溜溜的，活像一個球。）,,九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A9其他形狀[另參見八A5]
6028,圓揼揼,jyun4 dam4 dam4,圓溜溜（指球狀體或圓圏）。搓湯圓梗係要搓到～㗎啦，唔通整啲扁湯圓出嚟咩。（搓湯糰當然是要搓得圓溜點兒，難道要做扁湯糰嗎。）│畫個圓圏～。（畫個圓圈圓圓的。）,,九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A9其他形狀[另參見八A5]
6029,圓揼□,jyun4 dam4 doe4,同“圓揼揼”。,,九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A9其他形狀[另參見八A5]
6030,三尖八角,saam1 zim1 baat3 gok3,外形多棱角；不端正整齊。呢嚿石頭～，成支狼牙棒噉。（這塊石頭棱角真多，活像一根狼牙棒。）,,九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A9其他形狀[另參見八A5]
6031,光,gwong1,亮。呢間屋都幾～噃。（這間房子挺亮堂的。）│呢盞燈好～。（這盞燈挺亮。）,,九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A10亮、清晰、暗、模糊
6032,光猛,gwong1 maang5,明亮。如果打開晒啲窗，仲～啊。（如果把窗戶全打開，更明亮。）│光管～過燈泡。（日光燈比燈泡明亮。）,,九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A10亮、清晰、暗、模糊
6033,𥊼眼,caang4 ngaan5,炫目；刺眼。呢盞檯燈～過頭，換過盞畀我啦。（這盞檯燈太晃眼了，給我換另外一盞吧。）,,九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A10亮、清晰、暗、模糊
6034,*𥊼2,caang4,同“眼”。眼燈～住，我瞓唔著覺。（這燈照著眼，我睡不著覺。）,,九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A10亮、清晰、暗、模糊
6035,*劖眼,caam4 ngaan5,同“眼”。我怕～（我怕刺眼）。,,九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A10亮、清晰、暗、模糊
6036,*劖1,caam4,同“眼”。,,九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A10亮、清晰、暗、模糊
6037,*映眼,jing2 ngaan5,同“眼”。日頭好～（太陽很晃眼）。,[重見九A12],九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A10亮、清晰、暗、模糊
6038,光𥊼𥊼,gwong1 caang4 caang4,很明亮；很亮堂。～仲使乜拉開窗簾噃。（亮堂得很，哪用得著拉開窗簾呢。）,,九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A10亮、清晰、暗、模糊
6039,光劖劖,gwong1 caam4 caam4,同“光𥋇𥋇（𥊼𥊼）”。,,九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A10亮、清晰、暗、模糊
6040,朦朦光,mung4-1 mung4-1 gwong1,朦朦亮。個天啱啱～我就出門嘞。（天才朦朦亮我就出門了。）,,九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A10亮、清晰、暗、模糊
6041,呤,ling3,鋥亮。～到𥊼眼。（鋥亮得刺眼。）│呢隻油油上去好～。（這種漆漆上去鋥光瓦亮。）,,九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A10亮、清晰、暗、模糊
6042,臘臘呤,laap3 laap3 ling3,鋥亮異常。你對皮鞋擦到～。（你那雙皮鞋擦得鋥光瓦亮。）│呢啲家私油到～。（這些傢俱漆得光亮照人。）,,九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A10亮、清晰、暗、模糊
6043,閃閃呤,sim2 sim2 ling3,閃閃發亮（呤：鋥亮）。呢件～嘅衫我都唔敢著出街。（這件閃閃發亮的衣服我都不敢穿它上街。）,[又作“閃呤呤”],九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A10亮、清晰、暗、模糊
6044,真,zan1,清楚。你睇～啲。（你看清楚點兒。）│聽唔～。（聽不清楚。）,,九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A10亮、清晰、暗、模糊
6045,黑,haak1 (hak1),暗；光線不足。呢度咁～，你唔著燈睇書，想壞眼啊？！（這裡這麼暗，你不開燈看書，想弄壞眼睛嗎？！）,[普通話“黑”比一般的“暗”程度要深，廣州話則包括了普通話的“黑”和“暗”，光線稍不足即可稱為“～”],九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A10亮、清晰、暗、模糊
6046,黑咪麻,haak1 (hak1) mi1 maa1,極暗。間屋～，著燈啦。（房子黑咕隆咚的，開燈吧。）,[又作“黑麻麻”],九、狀況與現象[自然現象和生理現象參見二，心理現象參見五，某些社會現象參見八],九A外形與外貌,九A10亮、清晰、暗、模糊
