index,words,jyutping,meanings,note,category_1,category_2,category_3
1841,毛巾氈,mou4 gan1 zin1,毛巾毯。,,三、人造物,三A生活用品和設施三,三A4床上用品
1842,珠被,zyu1 pei5,一種毛巾毯。其捲曲經紗露出較短，形如珠粒，故名。,,三、人造物,三A生活用品和設施三,三A4床上用品
1843,枕頭肉,zam2 tau4 juk6-2,枕頭芯子（肉：內含物）。,,三、人造物,三A生活用品和設施三,三A4床上用品
1844,冚床布,kam2 cong4 pou3,床罩（冚：蓋）。用以覆蓋床上被具的織物，以保持被具及床的清潔。,,三、人造物,三A生活用品和設施三,三A4床上用品
1845,羅傘帳,lo4 saan3 zoeng3,吊傘式蚊帳。,,三、人造物,三A生活用品和設施三,三A4床上用品
1846,頸鏈,geng2 lin4-2,項鍊。鑽石～（鑽石項鍊）│金～（金項鍊）,,三、人造物,三A生活用品和設施三,三A5飾物、化妝品
1847,手鈪,sau2 aak2,手鐲子,[又作“鈪”],三、人造物,三A生活用品和設施三,三A5飾物、化妝品
1848,金鈪,gam1 aak2,金鐲子。）,,三、人造物,三A生活用品和設施三,三A5飾物、化妝品
1849,玉鈪,juk6 aak2,玉鐲子。,,三、人造物,三A生活用品和設施三,三A5飾物、化妝品
1850,火鑽,fo2 zyun3,紅寶石因其色如火，故名。呢粒～好好火噃。（這顆紅寶石很紅的。）,,三、人造物,三A生活用品和設施三,三A5飾物、化妝品
1851,頂夾,deng2 gip6-2,髮夾子。,,三、人造物,三A生活用品和設施三,三A5飾物、化妝品
1852,口唇膏,hau2 seon4 gou1,口紅；唇膏。今年嘅～流行橘紅色（今年的口紅流行橘紅色。）,,三、人造物,三A生活用品和設施三,三A5飾物、化妝品
1853,眼影,ngaan5 jing2,【外】眼瞼膏。一種塗抹在眼瞼上的化妝品，使眼睛產生深邃而大的效果。,[英語eyeshadow的意譯詞],三、人造物,三A生活用品和設施三,三A5飾物、化妝品
1854,粉底,fan2 dai2,脂粉。正式化妝前塗抹的底層白色脂粉，以增加化妝的效果及易於卸妝。,,三、人造物,三A生活用品和設施三,三A5飾物、化妝品
1855,水粉,seoi2 fan2,脂粉因其含有一定的水份，故稱。,,三、人造物,三A生活用品和設施三,三A5飾物、化妝品
1856,雪蛤膏,syut3 gap3-2 gou1,蛤蜊油。狀如雪花膏，但多無香味。主要用以防止皮膚皸瘃，同時兼有化妝品的功用。因其以蛤蜊殼盛貯，故名。,,三、人造物,三A生活用品和設施三,三A5飾物、化妝品
1857,花士令,faa1 si6 ling2,【外】凡士林。本指一種白色或黃色的油脂狀石油產品，現多指作化妝品原料的脂狀石油產品,[英語vaseline],三、人造物,三A生活用品和設施三,三A5飾物、化妝品
1858,時辰鐘,si4 san4 zung1,【舊】鐘。,,三、人造物,三A生活用品和設施三,三A6鐘錶、眼鏡、照相器材
1859,滴□鐘,dik6 daak6 zung1,【兒】第二字音第額切。鐘（“滴□”為摹仿鐘走的聲音）。,,三、人造物,三A生活用品和設施三,三A6鐘錶、眼鏡、照相器材
1860,*唥鐘,laang1 zung1,鬧鐘（唥：摹仿鈴聲的象聲詞）。,[重見三A8],三、人造物,三A生活用品和設施三,三A6鐘錶、眼鏡、照相器材
1861,佗錶,to4 biu1,懷錶；掛錶（佗：負於身前）。,,三、人造物,三A生活用品和設施三,三A6鐘錶、眼鏡、照相器材
1862,腕錶,wun2 biu1,【舊】手錶。,,三、人造物,三A生活用品和設施三,三A6鐘錶、眼鏡、照相器材
1863,錶面,biu1 min6-2,①手錶或懷錶上有時間標度的錶盤。②錶盤上的透明護面。,,三、人造物,三A生活用品和設施三,三A6鐘錶、眼鏡、照相器材
1864,錶蓋,biu1 goi2,錶盤上的透明護面。,,三、人造物,三A生活用品和設施三,三A6鐘錶、眼鏡、照相器材
1865,錶肉,biu1 juk6-2,手錶或懷錶的機芯（肉：內含物）。機械～。,,三、人造物,三A生活用品和設施三,三A6鐘錶、眼鏡、照相器材
1866,鏈,lin4-2,①鐘、錶的發條。冇晒～喇，快啲上翻～喇。（發條走完了，快給它上發條吧。）②手錶或懷錶的錶鏈、錶帶（指金屬的）。,,三、人造物,三A生活用品和設施三,三A6鐘錶、眼鏡、照相器材
1867,錶鏈,biu1 lin4-2,①金屬錶帶。鍍金～②手錶或懷錶的發條。,,三、人造物,三A生活用品和設施三,三A6鐘錶、眼鏡、照相器材
1868,眼枷,ngaan5 kaa1 (gaa1),眼鏡。,,三、人造物,三A生活用品和設施三,三A6鐘錶、眼鏡、照相器材
1869,墨超,mak6 ciu1,太陽鏡。,,三、人造物,三A生活用品和設施三,三A6鐘錶、眼鏡、照相器材
1870,眼鏡髀,ngaan5 geng3-2 bei2,眼鏡腿（髀：大腿）。,,三、人造物,三A生活用品和設施三,三A6鐘錶、眼鏡、照相器材
1871,失打,sat1 daa2,【外】照相機快門。照相機上控制曝光時間的重要部件。有機械或電子控制等結構。,[英語shutter],三、人造物,三A生活用品和設施三,三A6鐘錶、眼鏡、照相器材
1872,菲林,fei1 lam4-2,【外】膠片；膠捲。採用透明薄片作支援體（片基）製成的感光材料的總稱。一般也叫“軟片”，以區別於玻璃片基的硬片。膠片的構成，主要有片基和感光層兩部分。膠片主要有黑白和彩色兩大類。根據感光性能、規格和用途的不同，又分為許多類型和品種。,[英語film],三、人造物,三A生活用品和設施三,三A6鐘錶、眼鏡、照相器材
1873,咪紙,mai1 zi2,【外】印相紙；放大紙。,[英語bromidepaper的半音譯詞],三、人造物,三A生活用品和設施三,三A6鐘錶、眼鏡、照相器材
1874,相,soeng3-2,照片。彩色～。,,三、人造物,三A生活用品和設施三,三A6鐘錶、眼鏡、照相器材
1875,雞皮紙,gai1 pei4 zi2,牛皮紙。一種包裝紙。用硫酸鹽木漿製成，也可摻用強韌的其他植物纖維紙漿。因其表面粗糙、色黃褐而似雞皮得名。,,三、人造物,三A生活用品和設施三,三A7紙類
1876,紙皮,zi2 pei4,紙版。由多層濕紙頁壓合而成。此紙重而厚，一般每平方米重200克以上。主要有裝訂紙版、製匣紙版、電絕緣紙版、工業用紙版、建築紙版及靴鞋用紙版等。,,三、人造物,三A生活用品和設施三,三A7紙類
1877,咭紙,kat1 zi2,【外】硬卡紙（咭：卡片）。,[“咭”為英語card的音譯],三、人造物,三A生活用品和設施三,三A7紙類
1878,印水紙,jan3 seoi2 zi2,吸墨紙；印花紙。吸液紙的一種。用化學木漿或棉漿製成。紙質粗鬆，吸水性強。供書寫時吸乾墨水用。,,三、人造物,三A生活用品和設施三,三A7紙類
1879,皺紋紙,zau3 man4 zi2,皺紙。加工紙的一種。將潤濕過的原紙在烘缸上烘乾時，用刮刀鏟出或以機械壓出皺紋而成。所用原紙視用途而異。例如，工業用皺紙系以強韌的包裝為原紙；作燈彩飾的皺紙用染色的薄頁原紙；生活用紙（包括衛生、餐巾及醫藥用紙）系用質地柔軟而富有吸水性的薄質原紙。,,三、人造物,三A生活用品和設施三,三A7紙類
1880,草紙,cou2 zi2,廁紙。一種生活用紙。因以前的廁紙多以草桿為原料，製作粗糙，紙中常殘存草桿。故名。現多改用皺紙，而其名則沿用未改。,,三、人造物,三A生活用品和設施三,三A7紙類
1881,大姨媽紙,daai6 ji4 maa1 zi2,【謔】婦女月經用紙。多以皺紙為之。,,三、人造物,三A生活用品和設施三,三A7紙類
1882,過底紙,gwo3 dai2 zi2,複寫紙。,,三、人造物,三A生活用品和設施三,三A7紙類
1883,碳紙,taan3 zi2,【舊】複寫紙。,,三、人造物,三A生活用品和設施三,三A7紙類
1884,單車,daan1 ce1,自行車；腳踏車。,,三、人造物,三A生活用品和設施三,三A8自行車及其零部件、有關用具[與其他車類通用者均列於此]
1885,瘦馬,sau3 maa5,【喻】【謔】自行車。,,三、人造物,三A生活用品和設施三,三A8自行車及其零部件、有關用具[與其他車類通用者均列於此]
1886,*轆（碌）,luk1,車輪。單車～（自行車輪子）│汽車～,[重見六A5、六B4、十C2],三、人造物,三A生活用品和設施三,三A8自行車及其零部件、有關用具[與其他車類通用者均列於此]
1887,呔（肽）,taai1,【外】輪胎。補～│車～有啲漏氣。（輪胎有點漏氣。）,[英語tire。與普通話輪胎的“胎”同，但廣州話“～”與“胎”字不同音],三、人造物,三A生活用品和設施三,三A8自行車及其零部件、有關用具[與其他車類通用者均列於此]
1888,鋼線,gong3 sin3-2,自行車及三輪車等車輪的輻條。,,三、人造物,三A生活用品和設施三,三A8自行車及其零部件、有關用具[與其他車類通用者均列於此]
1889,*框2,kwaang1,自行車及三輪車等的輪輞（套在輪胎裡的鋼圏）。跌到～都殽埋。（摔得連車輪鋼圈也扭彎了。）,,三、人造物,三A生活用品和設施三,三A8自行車及其零部件、有關用具[與其他車類通用者均列於此]
1890,狗髀架,gau2 bei2 gaa3-2,【喻】自行車及三輪車的三角形車架。,,三、人造物,三A生活用品和設施三,三A8自行車及其零部件、有關用具[與其他車類通用者均列於此]
1891,喉嘴,hau4 zeoi2,自行車輪胎上的氣門（給輪胎加氣的閥門）。～漏氣。,,三、人造物,三A生活用品和設施三,三A8自行車及其零部件、有關用具[與其他車類通用者均列於此]
1892,沙冚,saa1 kam2,車輪子上的擋泥板（冚：蓋）。不銹鋼～。,,三、人造物,三A生活用品和設施三,三A8自行車及其零部件、有關用具[與其他車類通用者均列於此]
1893,鏈冚,lin4-2 kam2,自行車或摩托車鏈條的護罩。大～（全罩式自行車鏈罩）│細～（半罩式自行車鏈罩）,,三、人造物,三A生活用品和設施三,三A8自行車及其零部件、有關用具[與其他車類通用者均列於此]
1894,*軚,taai5,自行車、蘭輪車、摩托車等的車把。,[重見三D2、三D3],三、人造物,三A生活用品和設施三,三A8自行車及其零部件、有關用具[與其他車類通用者均列於此]
1895,*舦,taai5,輪船的舵。,[重見三D2、三D3],三、人造物,三A生活用品和設施三,三A8自行車及其零部件、有關用具[與其他車類通用者均列於此]
1896,*制1（掣）,zai3,刹車裝置。你架車嘅～靈唔靈？（你的車子刹車靈不靈？）,[重見三A15、七A10],三、人造物,三A生活用品和設施三,三A8自行車及其零部件、有關用具[與其他車類通用者均列於此]
1897,煞掣,saat3 zai3,同“掣”。,,三、人造物,三A生活用品和設施三,三A8自行車及其零部件、有關用具[與其他車類通用者均列於此]
1898,*唥鐘,laang1 zung1,自行車、三輪車的鈴鐺（唥：形容鈴聲的象聲詞）。～唔響。（車鈴鐺不響。）,[重見三A6],三、人造物,三A生活用品和設施三,三A8自行車及其零部件、有關用具[與其他車類通用者均列於此]
1899,座泄,zo6 sit3-1,【外】自行車、三輪車、摩托車等的鞍座。單車～（自行車鞍座）,[英語seat。又作“泄”],三、人造物,三A生活用品和設施三,三A8自行車及其零部件、有關用具[與其他車類通用者均列於此]
1900,腳踏,goek3 daap6,自行車等的腳蹬。左邊～。,,三、人造物,三A生活用品和設施三,三A8自行車及其零部件、有關用具[與其他車類通用者均列於此]
1901,後尾架,hau6 mei5 gaa3-2,自行車或摩托車的車後架。,[又作“書尾架”],三、人造物,三A生活用品和設施三,三A8自行車及其零部件、有關用具[與其他車類通用者均列於此]
1902,單車泵,daan1 ce1 bam1,【外】打氣筒（給自行車等輪胎加氣的工具）。,[“泵”為英語pump的音譯],三、人造物,三A生活用品和設施三,三A8自行車及其零部件、有關用具[與其他車類通用者均列於此]
1903,臭丸,cau3 jyun2,萘丸；衛生球；樟腦丸。一種驅蟲劑，常用作熏衣物用，因散發出一種難聞的氣味，故名。,[丸文讀jyun4],三、人造物,三A生活用品和設施三,三A9衛生和清潔用品、用具
1904,梘（堿）,gaan2,肥皂。,[傳統上以堿（碳酸鈉）為日常洗滌劑，後改用肥皂，仍沿用此名稱，而另寫作“梘”。],三、人造物,三A生活用品和設施三,三A9衛生和清潔用品、用具
1905,番梘,faan1 gaan2,肥皂，特指洗衣皂。因傳自國外，故名“番”。,,三、人造物,三A生活用品和設施三,三A9衛生和清潔用品、用具
1906,香梘,hoeng1 gaan2,香皂；具有不同香氣的高級肥皂。,,三、人造物,三A生活用品和設施三,三A9衛生和清潔用品、用具
1907,藥梘,joek6 gaan2,藥性皂。供清潔皮膚用的一種洗滌劑。製法與普通肥皂同，似加入適量的殺菌劑，故稱。硼酸～（加入硼酸的藥性皂）,,三、人造物,三A生活用品和設施三,三A9衛生和清潔用品、用具
1908,洗衫梘,sai2 saam1 gaan2,洗衣皂。供家庭洗滌衣物用的肥皂。,,三、人造物,三A生活用品和設施三,三A9衛生和清潔用品、用具
1909,梘粉,gaan2 fan2,先衣粉。,,三、人造物,三A生活用品和設施三,三A9衛生和清潔用品、用具
1910,香波,hoeng1 bo1,【外】洗髮劑。清潔頭髮的洗條用品，通常為液態，有一定的香味。,[英語shampoo],三、人造物,三A生活用品和設施三,三A9衛生和清潔用品、用具
1911,洗頭水,sai2 tau4 seoi2,液態洗髮劑。,,三、人造物,三A生活用品和設施三,三A9衛生和清潔用品、用具
1912,梘（堿）沙,gaan2 saa1,十水合碳酸鈉結晶。外形似沙，故名。有強去油污作用，現一般用於工廠工人等洗油垢用的洗滌劑。,,三、人造物,三A生活用品和設施三,三A9衛生和清潔用品、用具
1913,掃把,sou3 baa2,掃帚。,,三、人造物,三A生活用品和設施三,三A9衛生和清潔用品、用具
1914,地拖,dei6 to1,拖把。,,三、人造物,三A生活用品和設施三,三A9衛生和清潔用品、用具
1915,雞毛掃,gai1 mou4 sou3-2,雞毛撣子,,三、人造物,三A生活用品和設施三,三A9衛生和清潔用品、用具
1916,*篸,caam2,簸箕。垃圾～（裝垃圾的簸萁）,[重見二B4],三、人造物,三A生活用品和設施三,三A9衛生和清潔用品、用具
1917,*檯布,toi2 bou3,擦桌布（檯：桌子）。,[重見三A13],三、人造物,三A生活用品和設施三,三A9衛生和清潔用品、用具
1918,碗布,wun2 bou3,洗碗布。,,三、人造物,三A生活用品和設施三,三A9衛生和清潔用品、用具
1919,缸瓦,gong1 ngaa5,陶瓷器皿的總稱。石灣～（佛山市石灣地區所產的陶瓷器皿）,,三、人造物,三A生活用品和設施三,三A10一般器皿、盛器、盛具
1920,甕,ung3,缸。鼓形，陶質。多用於貯物。米～（米缸）│水～（水缸）,,三、人造物,三A生活用品和設施三,三A10一般器皿、盛器、盛具
1921,甕缸,ung3 gong1,同”甕”。,,三、人造物,三A生活用品和設施三,三A10一般器皿、盛器、盛具
1922,埕,cing4,音程。罎子。略近圓形，陶質。桐油～│一～酒。,,三、人造物,三A生活用品和設施三,三A10一般器皿、盛器、盛具
1923,䍇,taap3,音塔。一種底寬口小的罎子，陶質。,,三、人造物,三A生活用品和設施三,三A10一般器皿、盛器、盛具
1924,*埕埕䍇䍇,cing4 cing4 taap3 taap3,罎罎罐罐；各種陶瓷器皿的總你。,[重見五B6],三、人造物,三A生活用品和設施三,三A10一般器皿、盛器、盛具
1925,冚盅,ham6 zung1,帶蓋的罐子（冚：蓋），多為陶質。可用以貯物，也可作烹飪。,,三、人造物,三A生活用品和設施三,三A10一般器皿、盛器、盛具
1926,罌,aang1,磁瓶子；罐子。多有蓋，通常為陶瓷、玻璃等質地。用於貯物。鹽～（鹽罐子）│糖～（糖罐子）。,,三、人造物,三A生活用品和設施三,三A10一般器皿、盛器、盛具
1927,錢罌,cin4 aang1,儲錢的罐子。,,三、人造物,三A生活用品和設施三,三A10一般器皿、盛器、盛具
1928,水壺,seoi2 wu4,①熱水瓶。②行軍水壺。,,三、人造物,三A生活用品和設施三,三A10一般器皿、盛器、盛具
1929,暖水壺,nyun5 seoi2 wu4,熱水瓶。,,三、人造物,三A生活用品和設施三,三A10一般器皿、盛器、盛具
1930,樽,zeon1,瓶子。玻璃～│酒～│藥～。,,三、人造物,三A生活用品和設施三,三A10一般器皿、盛器、盛具
1931,花樽,faa1 zeon1,花瓶。,,三、人造物,三A生活用品和設施三,三A10一般器皿、盛器、盛具
1932,*厔,zat1,音質。瓶塞。我頭先將個～躉喺度𠺝，唔見咗嘅？（我剛才把塞子放這兒，怎不見了？）,[漢典網音zat6重見六D5],三、人造物,三A生活用品和設施三,三A10一般器皿、盛器、盛具
1933,*嘜2,mak1,【外】空罐頭盒子（一般指圓柱體的）。舊時多用作盛貯器或量器。,[英語mug],三、人造物,三A生活用品和設施三,三A10一般器皿、盛器、盛具
1934,面盆,min6 pun4,洗臉盆。～最好分開嚟用，唔係好易交叉傳染疾病㗎。（洗臉盆最好各用各的，否則很容易造成疾病的互相傳染。）,,三、人造物,三A生活用品和設施三,三A10一般器皿、盛器、盛具
1935,𠺘口盅,long2 hau2 zung1,漱口缸。咪用人哋個～啦。（別用別人的漱口缸。）,,三、人造物,三A生活用品和設施三,三A10一般器皿、盛器、盛具
1936,痰罐,taam4 gun3,痰盂。,,三、人造物,三A生活用品和設施三,三A10一般器皿、盛器、盛具
1937,屎䍇,si2 taap3,①一種陶質舊式馬桶。②痰盂。,,三、人造物,三A生活用品和設施三,三A10一般器皿、盛器、盛具
1938,尿壺,niu6 wu4-2,夜壺。,,三、人造物,三A生活用品和設施三,三A10一般器皿、盛器、盛具
1939,菸灰盅,jin1 fui1 zung1,菸灰缸。,,三、人造物,三A生活用品和設施三,三A10一般器皿、盛器、盛具
1940,菸灰罌,jin1 fui1 aang1,菸灰缸。,,三、人造物,三A生活用品和設施三,三A10一般器皿、盛器、盛具
1941,喼1（篋）,gip1,手提箱。旅行～（旅行箱）,,三、人造物,三A生活用品和設施三,三A10一般器皿、盛器、盛具
1942,皮喼（篋）,pei4 gip1,皮革手提箱。,,三、人造物,三A生活用品和設施三,三A10一般器皿、盛器、盛具
1943,藤喼（篋）,tang4 gip1,藤編手提箱。,,三、人造物,三A生活用品和設施三,三A10一般器皿、盛器、盛具
1944,公事包,gung1 si6 baau1,公事包。唔該攞個～畀我。（請把公事包拿給我。）,,三、人造物,三A生活用品和設施三,三A10一般器皿、盛器、盛具
1945,水桶袋,seoi2 tung2 doi6-2,背囊。多以皮革、帆布等縫製。因其形如水桶，故名。,,三、人造物,三A生活用品和設施三,三A10一般器皿、盛器、盛具
1946,絡1,lok3-2,網兜。以尼龍絲、麻絲等編織而成。,,三、人造物,三A生活用品和設施三,三A10一般器皿、盛器、盛具
1947,線絡,sin3 lok3-2,同“絡”。,,三、人造物,三A生活用品和設施三,三A10一般器皿、盛器、盛具
1948,漁絲袋,jyu4 si1 doi6-2,尼龍絲網兜（漁絲：尼龍絲）。,,三、人造物,三A生活用品和設施三,三A10一般器皿、盛器、盛具
1949,手抽,sau2 cau1,①手提籃（指窄而深者。抽：提）②手提袋。,[又作“抽”],三、人造物,三A生活用品和設施三,三A10一般器皿、盛器、盛具
1950,籮,lo4-1,①小手提籃子。②小簍子。字紙～（廢紙簍）,,三、人造物,三A生活用品和設施三,三A10一般器皿、盛器、盛具
1951,窩籃,wo1 laam4-1,圓而淺的小手提籃。因其形如窩，故名。,,三、人造物,三A生活用品和設施三,三A10一般器皿、盛器、盛具
1952,挽手,waan5-2 sau2,籃子、箱子等的提手。弊！個～斷咗添。（糟！提手斷了。）,,三、人造物,三A生活用品和設施三,三A10一般器皿、盛器、盛具
1953,耳,ji5,籃子、箱子等的提手。鑊～（鍋的提手）│喼～（箱子的提手）。,,三、人造物,三A生活用品和設施三,三A10一般器皿、盛器、盛具
1954,笠1,lap1,疏眼竹簍。常用以裝載各種貨物。一～荔枝│呢種碗咁大，一個～先躉30隻。（這種碗這麼大，一隻簍子才放30個。）,,三、人造物,三A生活用品和設施三,三A10一般器皿、盛器、盛具
1955,*煲,bou1,深壁鍋。,[圓底無壁的炒鍋廣州話叫“鑊”，平底淺壁者叫“平底鑊”，均不稱“～”。重見七B2、七E15、十F2],三、人造物,三A生活用品和設施三,三A11廚具、食具、茶具
1956,瓦煲,ngaa5 bou1,沙鍋。,,三、人造物,三A生活用品和設施三,三A11廚具、食具、茶具
1957,沙煲,saa1 bou1,同“瓦煲”。,,三、人造物,三A生活用品和設施三,三A11廚具、食具、茶具
1958,銻煲,tai1 bou1,鋁鍋（銻。鋁）。,,三、人造物,三A生活用品和設施三,三A11廚具、食具、茶具
1959,水煲,seoi2 bou1,水鍋；燒水壺。,,三、人造物,三A生活用品和設施三,三A11廚具、食具、茶具
1960,企身煲,kei5 san1 bou1,體形較高的沙鍋（企：豎立），用以熬湯、粥。,,三、人造物,三A生活用品和設施三,三A11廚具、食具、茶具
1961,罉（𦉘𦉘、鐺）,cang1,①特指斜壁平底蓋鍋，多為陶質，主要用來燒飯。②各種平底鍋的泛稱。成～飯宿晒。（整鍋飯全餿了。）,[燒水鍋雖也是平底，但不可稱為“～”],三、人造物,三A生活用品和設施三,三A11廚具、食具、茶具
1962,瓦罉（鐺）,ngaa5 cang1,陶質平底蓋鍋。,,三、人造物,三A生活用品和設施三,三A11廚具、食具、茶具
1963,鑊,wok6,炒鍋。通常為圓底，也有平底的。多用作煎、炒等。質地多為金屬（鐵、不銹鋼、鋁等）。,,三、人造物,三A生活用品和設施三,三A11廚具、食具、茶具
1964,鑊鏟,wok6 caan2,鍋鏟。,,三、人造物,三A生活用品和設施三,三A11廚具、食具、茶具
1965,飯鏟,faan6 caan2,鍋鏟（用於鏟飯者）。,,三、人造物,三A生活用品和設施三,三A11廚具、食具、茶具
1966,燉盅,dan6 zung1,隔水蒸東西用的雙層蓋陶瓷容器。似杯而大，無耳（燉：隔水久蒸）。,,三、人造物,三A生活用品和設施三,三A11廚具、食具、茶具
1967,糕盤,gou1 pun4-2,蒸糕用的盤子。通常為金屬（銅、鋁等）質地。,,三、人造物,三A生活用品和設施三,三A11廚具、食具、茶具
1968,沙煲罌罉（鐺）,saa1 bou1 aang1 cang1,各種炊具的總稱。,,三、人造物,三A生活用品和設施三,三A11廚具、食具、茶具
1969,籬,lei4-1,音離第1聲。一種帶疏眼的器皿，用以洗蔬菜等，可漉去水份。為廣州人家常見的廚具。過去多以竹編，今多用塑膠製成。,,三、人造物,三A生活用品和設施三,三A11廚具、食具、茶具
1970,擂漿棍,leoi4 zoeng1 gwan3,杵（擂：搗磨）。舊時搗磨食物時一般事先浸泡或加少許水，搗成漿狀，故稱“擂漿”。,,三、人造物,三A生活用品和設施三,三A11廚具、食具、茶具
1971,砂盆,saa1 pun4,家用小臼。為陶製品，圓形。,,三、人造物,三A生活用品和設施三,三A11廚具、食具、茶具
1972,缽頭,but3 tau4,缽。淺圓柱體的陶質器皿。多用於盛放菜肴。今已少用。,,三、人造物,三A生活用品和設施三,三A11廚具、食具、茶具
1973,碟,dip6,碟子；盤子。多用於盛放菜肴、調料等。菜～（菜盤子）│豉油～（醬油碟子）,[普通話大為盤子，小為碟子。廣州話無此區分],三、人造物,三A生活用品和設施三,三A11廚具、食具、茶具
1974,*兜1,dau1,①金屬或搪瓷碗，一般較大。在集體食堂就餐的人常用；在家中則一般盛湯或菜。②給貓、狗、雞等吃食用的小碗。,,三、人造物,三A生活用品和設施三,三A11廚具、食具、茶具
1975,𨭌,paang1,有蓋且較大的金屬食器和炊器的泛稱。有時也指其他金屬容器，如鐵桶等。,,三、人造物,三A生活用品和設施三,三A11廚具、食具、茶具
1976,殼,hok3,勺；瓢。飯～│水～,[舊時的勺、瓢多以老葫蘆瓜外殼製成，故稱],三、人造物,三A生活用品和設施三,三A11廚具、食具、茶具
1977,羹,gang1,音更換之更。湯匙；小勺兒。,,三、人造物,三A生活用品和設施三,三A11廚具、食具、茶具
1978,匙（持）羹,ci4 gang1,同“羹”。,,三、人造物,三A生活用品和設施三,三A11廚具、食具、茶具
1979,碗碗碟碟,wun2 wun2 dip6 dip6,各種食具的總稱。,,三、人造物,三A生活用品和設施三,三A11廚具、食具、茶具
1980,茶杯碟,caa4 bui1 dip6-2,茶具的總稱。買翻套～。（買一套茶具。）,,三、人造物,三A生活用品和設施三,三A11廚具、食具、茶具
1981,焗（焅）盅,guk6 zung1,有蓋茶碗（焗：悶）。多為陶瓷質地。,,三、人造物,三A生活用品和設施三,三A11廚具、食具、茶具
1982,風爐,fung1 lou4-2,燃柴或燃煤、炭的爐子。,,三、人造物,三A生活用品和設施三,三A12燃具、燃料
1983,火水爐,fo2 seoi2 lou4,使用煤油作燃料的爐子（火水：煤油）。,,三、人造物,三A生活用品和設施三,三A12燃具、燃料
1984,煤氣罐,mui4 hei3 gun3,液化石油氣鋼瓶（煤氣：液化石油氣）。～唔能夠放喺溫度高得滯嘅地方。（液化石油氣鋼瓶不能放在溫度過高的地方。）,,三、人造物,三A生活用品和設施三,三A12燃具、燃料
1985,火筒,fo2 tung4,吹火竹筒。,,三、人造物,三A生活用品和設施三,三A12燃具、燃料
1986,火水燈,fo2 seoi2 dang1,煤油燈。使用煤油作燃料以照明的燈具。今天在城市已少見。,,三、人造物,三A生活用品和設施三,三A12燃具、燃料
1987,大光燈,daai6 gwong1 dang1,汽燈（加入壓縮空氣助燃的煤油燈）。較普通煤油燈亮，故名。,,三、人造物,三A生活用品和設施三,三A12燃具、燃料
1988,洋燭,joeng4 zuk1,蠟燭。因是從西方傳入的燃具，故稱“洋”。,,三、人造物,三A生活用品和設施三,三A12燃具、燃料
1989,燈筒,dang1 tung4-2,煤油燈的防風玻璃罩。,,三、人造物,三A生活用品和設施三,三A12燃具、燃料
1990,火機,fo2 gei1,打火機。,,三、人造物,三A生活用品和設施三,三A12燃具、燃料
1991,煤氣,mui4 hei3,液化石油氣。～爐（液化石油氣爐）,[液化石油氣與煤氣本不相同，但一般廣州人不加區分],三、人造物,三A生活用品和設施三,三A12燃具、燃料
1992,邊爐氣,bin1 lou4 hei3,火鍋爐具使用的鋼瓶裝液化石油氣（邊爐：火鍋）。其鋼瓶通常較小型，便於搬動，故適於吃火鍋。冬日于廣州街頭小吃店常見。,,三、人造物,三A生活用品和設施三,三A12燃具、燃料
1993,火水,fo2 seoi2,火油（民用煤油）。舊時常用的燈具或爐具燃料。,,三、人造物,三A生活用品和設施三,三A12燃具、燃料
1994,松柴,cung4 caai4,松木柴火，為舊時居民常用的燃料。,,三、人造物,三A生活用品和設施三,三A12燃具、燃料
1995,雜柴,zaap6 caai4,松木以外其他木質的柴火，與“松柴”相對，質較差。,,三、人造物,三A生活用品和設施三,三A12燃具、燃料
1996,家私,gaa1 si1,傢俱的總稱。買～。│間屋擺滿～。（房子裡擺滿傢俱。）,,三、人造物,三A生活用品和設施三,三A13傢俱及有關器物
1997,大床,daai6 cong4,雙人床。一個人瞓張～，打關鬥都得喇。（一個人睡一張雙人床，可以在上面打跟鬥了。）,,三、人造物,三A生活用品和設施三,三A13傢俱及有關器物
1998,獨睡,duk6 seoi6-2,單人床。B仔咁大嘞，都好應該買張～畀佢瞓喇。（孩子這麼大了，也很應該買張單人床給他了。）,,三、人造物,三A生活用品和設施三,三A13傢俱及有關器物
1999,梳化床,so1 faa3-2 cong4,蓆夢思床。因其質地似“梳化”（沙發），故名。,,三、人造物,三A生活用品和設施三,三A13傢俱及有關器物
2000,轆架床,luk1 gaa3-2 cong4,雙層床。咁細個房，要放～至瞓得兩個人。（房間這麼小，衹有放雙層床才能睡兩個人。）,,三、人造物,三A生活用品和設施三,三A13傢俱及有關器物
2001,槓床,gong3 cong4-2,一種可睡可坐的長椅，通常為木或竹製品。,,三、人造物,三A生活用品和設施三,三A13傢俱及有關器物
2002,梳化,so1 faa3-2,【外】沙發。,[英語sofa],三、人造物,三A生活用品和設施三,三A13傢俱及有關器物
2003,梳化椅,so1 faa3-2 ji2,同“梳化”。,,三、人造物,三A生活用品和設施三,三A13傢俱及有關器物
2004,木梳化,muk6 so1 faa3-2,一種木質坐椅。因其形製（較矮，一般帶扶手）、用途（一般擺設於客廳）與“梳化”（沙發）相近，故名。,,三、人造物,三A生活用品和設施三,三A13傢俱及有關器物
2005,*屏1,peng1,椅子等的靠背。椅～│床～。,,三、人造物,三A生活用品和設施三,三A13傢俱及有關器物
